sl_no,well_id,state,district,block,location,latitude,longitude,year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U,Fe,As,source_year,source_file,state_source,synthetic_id,TDS_source,wqi,wqi_category,risk_level,risk_band,risk_basis,eclipsed,wqi_n_params,wqi_confidence,dominant_driver,n_exceedances,permissible_breaches
4636,W264800075260001,Rajasthan,JAIPUR,Dudu,NASNOTA,26.8,75.4433,2021,7.75,1100.0,0.0,244.0,106.0,137.0,68.0,0.01,220.0,40.0,29.0,152.0,2.6,0.95,,715.0,,,,2021,cgwb_2022.pdf,reported,False,measured,97.18,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
4637,W265422075113901,Rajasthan,JAIPUR,Sambher,Sambhar,26.9061,75.22,2021,7.81,1950.0,0.0,378.0,220.0,220.0,148.0,0.01,360.0,48.0,58.0,282.0,3.5,1.82,,1268.0,,,,2021,cgwb_2022.pdf,reported,False,measured,179.59,Poor,High,Medium,exceedance_override,True,7,High,NO3,5,2
4638,W264249075540201,Rajasthan,JAIPUR,Chaksu,SHIVDASPURA,26.7136,75.8903,2021,8.18,6750.0,0.0,1281.0,780.0,613.0,717.0,0.25,1060.0,176.0,151.0,1063.0,4.1,1.85,,4388.0,,,,2021,cgwb_2022.pdf,reported,False,measured,590.32,Unsuitable for Drinking,High,High,wqi_band,False,7,High,NO3,6,5
4621,W263720075364901,Rajasthan,JAIPUR,Phagi,Bhojpura,26.6222,75.6136,2021,8.32,4450.0,108.0,658.0,595.0,613.0,29.0,0.02,420.0,56.0,68.0,831.0,2.0,1.46,,2893.0,,,,2021,cgwb_2022.pdf,reported,False,measured,225.13,Very Poor,High,High,wqi_band,False,7,High,TDS,5,2
4622,W263600075570001,Rajasthan,JAIPUR,Chaksu,CHAKSU,26.6,75.95,2021,7.87,7780.0,0.0,976.0,1609.0,694.0,115.0,0.02,780.0,120.0,117.0,1428.0,7.2,1.49,,5057.0,,,,2021,cgwb_2022.pdf,reported,False,measured,385.15,Unsuitable for Drinking,High,High,wqi_band,False,7,High,TDS,6,5
4650,W271528075303201,Rajasthan,JAIPUR,Govindgarh,Astikalan,27.2708,75.5089,2021,8.7,1500.0,48.0,210.0,255.0,9.0,180.0,0.52,110.0,20.0,15.0,300.0,3.17,,,975.0,,,,2021,cgwb_2022.pdf,reported,False,measured,166.7,Poor,High,Medium,exceedance_override,True,6,High,NO3,4,2
4653,W270600075510001,Rajasthan,JAIPUR,Amer,CHAUMP,27.1,75.825,2021,8.51,900.0,48.0,122.0,163.0,10.0,22.0,0.32,200.0,28.0,32.0,112.0,7.03,,,585.0,,,,2021,cgwb_2022.pdf,reported,False,measured,69.58,Good,Medium,Low,exceedance_override,True,6,High,pH,2,1
4646,W271404075345701,Rajasthan,JAIPUR,Govindgarh,Alisar,27.2344,75.5825,2021,8.31,1800.0,36.0,281.0,461.0,10.0,95.0,0.07,130.0,24.0,17.0,416.0,3.06,,,1170.0,,,,2021,cgwb_2022.pdf,reported,False,measured,138.37,Poor,High,Medium,exceedance_override,True,6,High,NO3,3,1
13388,SYN|Rajasthan|JAIPUR|Rajnota|27.597|76.192,Rajasthan,JAIPUR,PAOTA,Rajnota,27.5969,76.1922,2022,8.0,1280.0,0.0,305.0,230.0,24.0,50.0,0.04,400.0,84.0,46.2,109.8,2.0,0.42,,819.2,0.0,,,2022,cgwb_2022.pdf,reported,True,derived,89.32,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
13387,SYN|Rajasthan|JAIPUR|Khatolai|27.427|76.021,Rajasthan,JAIPUR,VIRATNAGAR,Khatolai,27.4269,76.0214,2022,7.83,521.6,0.0,260.0,28.4,15.0,20.0,0.02,220.0,44.0,26.8,28.4,2.9,0.14,,333.8,0.0,,,2022,cgwb_2022.pdf,reported,True,derived,39.43,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
13386,SYN|Rajasthan|JAIPUR|Jaisingpur K|26.945|75.881,Rajasthan,JAIPUR,JHOTWARA,Jaisingpur Khor,26.9448,75.8806,2022,7.88,1050.0,0.0,220.0,134.7,45.0,150.0,0.1,440.0,104.0,43.8,44.3,3.3,0.16,,672.0,0.0,,,2022,cgwb_2022.pdf,reported,True,derived,118.91,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
13385,SYN|Rajasthan|JAIPUR|DHODSAR|27.303|75.617,Rajasthan,JAIPUR,GOVINDGARH,DHODSAR,27.3028,75.6167,2022,7.86,1100.0,0.0,561.2,35.5,94.0,12.8,0.1,210.0,36.0,29.2,185.0,6.5,0.7,,704.0,0.0,,,2022,cgwb_2022.pdf,reported,True,derived,63.9,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
13412,SYN|Rajasthan|JAIPUR|Tootoli|26.634|75.799,Rajasthan,JAIPUR,Chaksu,Tootoli,26.6342,75.7994,2022,7.72,1350.0,0.0,341.6,134.7,110.4,145.0,1.66,370.0,88.0,36.5,150.0,9.0,0.02,,864.0,0.0,,,2022,cgwb_2022.pdf,reported,True,derived,120.62,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
13400,SYN|Rajasthan|JAIPUR|Viratnagar|27.431|76.172,Rajasthan,JAIPUR,Viratnagar,Viratnagar,27.4313,76.1722,2022,7.8,927.2,0.0,268.4,141.8,70.0,10.0,0.62,270.0,52.0,34.0,108.0,4.5,0.8,,593.4,0.0,,,2022,cgwb_2022.pdf,reported,True,derived,65.9,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
13399,SYN|Rajasthan|JAIPUR|Shahpura|27.379|75.959,Rajasthan,JAIPUR,Shahpura,Shahpura,27.3786,75.9588,2022,7.65,2030.0,0.0,439.2,411.2,65.0,11.0,0.01,350.0,72.0,41.3,306.8,4.1,0.11,,1299.2,0.0,,,2022,cgwb_2022.pdf,reported,True,derived,87.53,Good,Low,Low,wqi_band,False,7,High,TDS,3,0
13398,SYN|Rajasthan|JAIPUR|Paota|27.585|76.077,Rajasthan,JAIPUR,Paota,Paota,27.5846,76.0766,2022,7.76,3150.0,0.0,500.2,723.2,55.0,150.0,0.01,590.0,112.0,75.4,466.2,5.1,0.12,,2016.0,0.0,,,2022,cgwb_2022.pdf,reported,True,derived,189.26,Poor,High,Medium,exceedance_override,True,7,High,TDS,4,2
13397,SYN|Rajasthan|JAIPUR|Kotputli|27.704|76.192,Rajasthan,JAIPUR,Kotputli,Kotputli,27.7044,76.1917,2022,8.09,1660.0,0.0,451.4,269.4,80.0,50.0,0.21,240.0,36.0,36.5,292.0,2.3,1.3,,1062.4,0.0,,,2022,cgwb_2022.pdf,reported,True,derived,113.68,Poor,High,Medium,exceedance_override,True,7,High,NO3,5,1
13396,SYN|Rajasthan|JAIPUR|Jalsoo|27.109|75.621,Rajasthan,JAIPUR,Jalsoo,Jalsoo,27.1092,75.6209,2022,8.13,950.2,0.0,360.0,106.4,30.0,15.2,0.03,130.0,20.0,19.5,165.8,2.7,0.8,,608.1,0.0,,,2022,cgwb_2022.pdf,reported,True,derived,62.01,Good,Low,Low,wqi_band,False,7,High,TDS,1,0
13395,SYN|Rajasthan|JAIPUR|Govindgarh|27.240|75.653,Rajasthan,JAIPUR,Govindgarh,Govindgarh,27.2399,75.6534,2022,8.21,1150.0,0.0,451.4,127.6,45.0,29.0,0.02,90.0,12.0,14.6,245.7,2.5,1.1,,736.0,0.0,,,2022,cgwb_2022.pdf,reported,True,derived,78.4,Good,Medium,Low,exceedance_override,True,7,High,TDS,2,0
13071,W264520075535801,Rajasthan,JAIPUR,CHAKSU,GONER,26.756,75.899,2022,8.54,2210.0,72.0,902.8,212.7,9.6,30.0,4.08,120.0,12.0,21.9,498.0,2.8,0.65,,1414.4,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,96.11,Good,Medium,Low,exceedance_override,True,7,High,pH,2,1
13070,W262938075434801,Rajasthan,JAIPUR,PHAGI,Didwata,26.494,75.73,2022,7.92,3000.0,0.0,622.2,503.4,63.4,330.0,0.03,780.0,84.0,138.6,320.0,65.0,2.0,,1920.0,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,294.77,Very Poor,High,High,wqi_band,False,7,High,NO3,5,3
13069,W263402075451501,Rajasthan,JAIPUR,PHAGI,DAWACH,26.567,75.754,2022,7.67,3930.0,0.0,159.0,631.0,828.0,93.0,0.005,940.0,168.0,126.5,468.0,6.9,1.62,,2515.2,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,273.61,Very Poor,High,High,wqi_band,False,7,High,TDS,6,5
13068,W271100076040001,Rajasthan,JAIPUR,JAMWA RAMGARH,DATAL GURJRAN,27.183,76.067,2022,7.92,501.3,0.0,292.8,21.3,10.0,34.0,0.1,250.0,48.0,31.6,28.0,2.1,0.4,,320.8,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,50.94,Good,Low,Low,wqi_band,False,7,High,NO3,1,0
13067,W263533075270001,Rajasthan,JAIPUR,PHAGI,Choru,26.593,75.45,2022,8.0,4320.0,0.0,439.2,1077.7,259.2,25.0,1.3,750.0,108.0,116.7,650.0,9.0,0.13,,2764.8,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,199.37,Poor,Medium,Medium,wqi_band,False,7,High,TDS,4,3
13066,W263817075420701,Rajasthan,JAIPUR,PHAGI,Chittora,26.638,75.702,2022,8.25,2900.0,0.0,427.0,468.0,358.0,77.0,0.011,180.0,36.0,21.9,584.0,2.3,1.72,,1856.0,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,184.86,Poor,High,Medium,exceedance_override,True,7,High,F,5,2
13065,W263022075393601,Rajasthan,JAIPUR,PHAGI,Chandama,26.506,75.66,2022,8.12,1480.0,0.0,549.0,163.1,45.1,23.0,0.1,210.0,36.0,29.2,245.0,3.3,0.1,,947.2,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,68.81,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
13095,W264223075300601,Rajasthan,JAIPUR,PHAGI,Tickel,26.706,75.502,2022,8.17,1750.0,0.0,256.0,262.0,230.0,62.0,0.006,260.0,40.0,38.9,281.0,4.1,1.12,,1120.0,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,129.31,Poor,High,Medium,exceedance_override,True,7,High,NO3,6,1
13094,W263645075512601,Rajasthan,JAIPUR,CHAKSU,THALLI,26.613,75.857,2022,8.26,1210.0,0.0,214.0,99.0,266.0,13.0,0.014,210.0,32.0,31.6,180.0,3.5,0.42,,774.4,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,80.4,Good,Low,Low,wqi_band,False,7,High,TDS,3,0
13093,W264730075090001,Rajasthan,JAIPUR,DUDU,SIROHIKHURD,26.792,75.15,2022,8.32,1170.0,12.0,323.0,92.0,138.0,54.0,0.11,200.0,40.0,24.3,185.0,1.7,0.64,,748.8,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,91.02,Good,High,Low,exceedance_override,True,7,High,NO3,2,1
13091,W265422075131201,Rajasthan,JAIPUR,SAMBHAR,Sambhar,26.906,75.22,2022,7.62,6430.0,0.0,256.0,943.0,1473.0,169.0,0.07,1380.0,240.0,189.7,843.0,5.6,1.53,,4115.2,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,428.07,Unsuitable for Drinking,High,High,wqi_band,False,7,High,TDS,6,5
13090,W270651076120901,Rajasthan,JAIPUR,JAMWA RAMGARH,RASALA,27.114,76.203,2022,7.96,3150.0,0.0,658.8,638.1,98.0,36.0,0.02,500.0,116.0,51.1,492.0,5.2,1.62,,2016.0,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,168.17,Poor,High,Medium,exceedance_override,True,7,High,TDS,4,2
13089,W270851076065501,Rajasthan,JAIPUR,JAMWA RAMGARH,Raiser,27.148,76.115,2022,7.93,780.2,0.0,439.2,42.5,25.0,12.0,0.11,250.0,60.0,24.3,96.0,2.3,0.4,,499.3,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,49.32,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
13088,W263021075362401,Rajasthan,JAIPUR,PHAGI,Parun,26.506,75.607,2022,7.57,3600.0,0.0,585.6,730.3,225.6,150.0,0.09,930.0,172.0,121.6,420.0,18.6,0.45,,2304.0,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,227.57,Very Poor,High,High,wqi_band,False,7,High,TDS,5,3
13087,W272041076065001,Rajasthan,JAIPUR,VIRATNAGAR,Palri,27.345,76.114,2022,7.9,564.9,0.0,210.0,56.7,20.0,34.0,0.62,240.0,52.0,26.8,27.6,2.7,0.2,,361.5,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,50.19,Good,Low,Low,wqi_band,False,7,High,NO3,1,0
13086,W264410075193001,Rajasthan,JAIPUR,DUDU,PALLUKHURD,26.736,75.325,2022,7.51,11020.0,0.0,403.0,1782.0,2314.0,311.0,0.005,2950.0,460.0,437.8,1176.0,9.9,0.63,,7052.8,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,713.53,Unsuitable for Drinking,High,High,wqi_band,False,7,High,TDS,5,5
13085,W271632075435501,Rajasthan,JAIPUR,GOVINDGARH,Niwana,27.276,75.732,2022,8.2,873.8,0.0,475.8,49.6,85.0,27.0,0.01,150.0,28.0,19.5,196.0,1.4,0.85,,559.2,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,69.33,Good,Low,Low,wqi_band,False,7,High,TDS,1,0
13084,W263014075304901,Rajasthan,JAIPUR,PHAGI,Nemeda,26.504,75.514,2022,7.4,1760.0,0.0,390.4,304.9,19.2,165.0,0.13,640.0,172.0,51.1,110.0,20.0,0.13,,1126.4,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,146.31,Poor,High,Medium,exceedance_override,True,7,High,NO3,4,2
13083,W264800075263601,Rajasthan,JAIPUR,DUDU,NASNOTA,26.8,75.443,2022,7.4,6790.0,0.0,366.0,2091.6,363.8,52.0,1.44,2680.0,648.0,257.8,450.0,13.7,0.55,,4345.6,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,383.46,Unsuitable for Drinking,High,High,wqi_band,False,7,High,TDS,5,4
13082,W264100075214501,Rajasthan,JAIPUR,DUDU,MOZMABAD,26.683,75.363,2022,7.55,4940.0,0.0,488.0,1318.7,186.2,58.0,1.64,1030.0,168.0,148.4,670.0,15.4,0.41,,3161.6,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,241.12,Very Poor,High,High,wqi_band,False,7,High,TDS,4,4
13081,W263636075164001,Rajasthan,JAIPUR,DUDU,MANGARWARA,26.61,75.278,2022,7.53,12410.0,0.0,366.0,1843.0,2912.0,334.0,0.013,2950.0,460.0,437.8,1492.0,9.8,0.62,,7942.4,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,796.37,Unsuitable for Drinking,High,High,wqi_band,False,7,High,TDS,5,5
13092,W264249075532501,Rajasthan,JAIPUR,CHAKSU,SHIVDASPURA,26.714,75.89,2022,8.04,1190.0,0.0,317.2,198.5,98.9,10.6,1.38,150.0,24.0,21.9,230.0,4.8,0.01,,761.6,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,59.09,Good,Low,Low,wqi_band,False,7,High,TDS,1,0
13072,W270104076004301,Rajasthan,JAIPUR,JAMWA RAMGARH,Jamwa Ramgarh,27.018,76.012,2022,7.9,681.0,0.0,305.0,63.8,30.0,21.0,0.1,290.0,60.0,34.0,45.2,2.8,0.12,,435.8,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,48.46,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
13064,W263620075304501,Rajasthan,JAIPUR,PHAGI,Chakwara,26.606,75.513,2022,8.28,2520.0,0.0,360.0,447.0,265.0,69.0,0.016,190.0,40.0,21.9,491.0,2.2,0.42,,1612.8,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,143.13,Poor,High,Medium,exceedance_override,True,7,High,NO3,4,1
13063,W263600075570001,Rajasthan,JAIPUR,CHAKSU,CHAKSU,26.6,75.95,2022,8.21,1720.0,0.0,311.0,113.0,415.0,16.0,0.005,160.0,32.0,19.5,322.0,3.1,0.22,,1100.8,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,96.91,Good,Medium,Low,exceedance_override,True,7,High,SO4,2,1
13062,W263720075364901,Rajasthan,JAIPUR,PHAGI,Bhojpura,26.622,75.614,2022,8.04,3840.0,0.0,707.6,836.6,240.0,55.0,3.45,560.0,68.0,94.8,690.0,3.4,0.05,,2457.6,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,182.35,Poor,High,Medium,exceedance_override,True,7,High,TDS,5,2
13061,W265000076034701,Rajasthan,JAIPUR,BASSI,BASSI2,26.833,76.063,2022,7.6,2850.0,0.0,610.0,595.6,45.0,37.0,0.2,640.0,68.0,114.3,357.5,4.5,0.13,,1824.0,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,131.11,Poor,Medium,Medium,wqi_band,False,7,High,TDS,3,1
13060,W265900075520001,Rajasthan,JAIPUR,AMBER,AMBER,26.983,75.867,2022,7.82,980.0,0.0,317.2,106.4,80.0,44.0,0.23,300.0,72.0,29.2,92.7,21.7,0.11,,627.2,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,68.59,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
13059,W271404075345701,Rajasthan,JAIPUR,GOVINDGARH,Alisar,27.234,75.583,2022,7.84,2350.0,0.0,402.6,439.6,195.0,26.8,0.21,220.0,48.0,24.3,440.0,3.3,0.95,,1504.0,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,123.61,Poor,Medium,Medium,wqi_band,False,7,High,TDS,3,0
13080,W270010075583001,Rajasthan,JAIPUR,JAMWA RAMGARH,MALAWALA,27.003,75.975,2022,8.14,1350.0,0.0,360.0,241.1,25.0,33.0,0.01,140.0,24.0,19.5,250.0,3.0,0.6,,864.0,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,79.3,Good,Low,Low,wqi_band,False,7,High,TDS,1,0
13079,W264145075410001,Rajasthan,JAIPUR,PHAGI,Majhi Renwal,26.696,75.683,2022,7.92,8170.0,0.0,1525.0,1914.3,170.4,270.0,3.98,900.0,72.0,175.1,1587.0,5.5,0.28,,5228.8,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,411.35,Unsuitable for Drinking,High,High,wqi_band,False,7,High,TDS,4,4
13078,W263438075392101,Rajasthan,JAIPUR,PHAGI,Madhorajpur,26.577,75.656,2022,8.08,6910.0,0.0,281.0,1035.0,1612.0,103.0,0.014,1140.0,180.0,167.8,1063.0,6.4,0.47,,4422.4,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,400.42,Unsuitable for Drinking,High,High,wqi_band,False,7,High,TDS,5,5
13077,W264511076095701,Rajasthan,JAIPUR,BASSI,Madhogarh,26.753,76.166,2022,7.8,1980.0,0.0,244.0,460.9,135.0,8.7,0.21,480.0,136.0,34.0,233.8,4.6,0.25,,1267.2,0.0,,,2022,cgwb_2022.pdf,reported,False,derived,101.92,Poor,Medium,Medium,wqi_band,False,7,High,TDS,3,0
